age,attendance_percent,avg_marks,prev_failures,parents_education,family_income,extracurricular,behavior_issues,dropout
21,69.8,100.0,1,2,1,1,0,0
17,78.3,33.5,2,6,1,0,1,0
20,70.7,65.7,1,3,0,1,0,0
22,61.3,86.5,0,5,1,4,2,1
22,85.8,100.0,0,2,3,2,0,1
20,79.3,73.5,0,4,2,4,0,0
24,89.2,74.7,0,3,2,3,0,0
19,91.9,70.8,0,3,4,2,0,0
18,98.4,91.1,1,4,1,1,1,0
19,82.0,78.6,1,4,0,2,1,0
20,99.0,58.5,0,4,4,5,2,0
21,65.4,92.3,0,1,3,3,1,0
18,93.6,60.8,0,2,1,4,1,1
17,86.9,38.0,1,4,2,2,1,0
19,83.5,38.1,0,0,2,3,3,0
20,86.7,66.0,0,2,3,3,1,0
19,65.6,72.1,2,2,0,4,0,0
18,62.0,89.1,0,2,2,3,1,0
23,100.0,82.8,0,3,1,4,0,0
25,77.5,71.6,1,4,4,3,0,1
19,77.3,90.2,1,6,2,2,2,1
17,63.5,70.3,1,3,2,2,2,1
17,57.8,44.2,0,6,0,2,1,0
16,78.7,39.8,0,4,0,5,2,0
19,74.9,95.6,1,6,3,3,0,0
25,80.0,25.1,0,5,3,3,1,0
24,81.3,66.0,1,4,3,1,1,0
22,100.0,100.0,2,3,3,6,1,0
25,74.9,79.2,2,2,1,2,0,0
22,100.0,65.8,0,2,3,0,2,1
22,100.0,36.3,0,6,1,3,2,0
23,91.3,100.0,0,6,0,5,1,0
16,76.5,94.3,1,4,3,5,0,0
25,59.6,83.7,0,5,4,1,0,1
25,87.2,70.0,0,6,3,3,1,0
23,95.3,81.4,0,3,4,2,0,1
19,100.0,67.0,0,4,5,3,2,0
19,65.8,50.5,0,3,1,3,2,1
19,76.3,89.1,0,3,5,4,1,0
21,65.8,69.0,1,0,3,2,2,0
22,70.5,80.4,0,3,4,2,0,0
21,90.0,67.6,0,4,3,5,2,0
16,69.8,79.2,1,3,2,3,0,1
23,67.6,69.7,1,5,3,1,0,1
25,92.0,68.1,0,3,2,3,0,0
22,86.8,70.6,0,1,4,0,3,0
21,85.3,100.0,1,5,1,2,1,0
21,70.2,86.0,0,4,2,3,0,0
20,99.4,100.0,0,2,0,2,1,0
21,80.2,69.8,0,3,1,4,0,1
24,100.0,63.8,0,3,1,5,0,1
25,82.4,48.5,0,6,0,0,2,1
24,45.0,100.0,2,4,2,2,0,0
25,44.3,51.9,1,2,2,0,3,0
23,89.4,100.0,0,3,0,1,1,0
25,99.5,49.7,0,5,1,2,0,0
24,68.2,87.7,1,4,5,3,0,0
25,100.0,38.2,0,5,1,2,1,1
23,100.0,61.2,0,2,2,3,1,0
23,83.2,70.4,1,5,0,8,1,0
16,88.1,58.1,2,5,1,2,2,1
25,93.4,66.6,0,4,3,4,2,1
20,100.0,66.7,1,3,2,4,1,1
19,90.2,86.1,0,5,2,0,2,0
17,82.8,28.3,0,4,1,1,0,0
23,90.1,58.7,0,5,3,3,0,0
18,88.1,95.1,1,3,3,1,2,1
19,93.9,81.2,1,1,1,5,1,0
22,56.4,95.4,1,3,0,2,1,1
25,84.7,85.2,0,3,0,2,2,1
24,86.9,48.3,0,3,3,2,1,1
17,78.9,83.2,0,3,1,8,0,0
18,91.8,72.0,0,3,2,2,1,0
19,100.0,100.0,0,5,1,3,2,0
25,82.1,86.0,3,2,1,3,0,1
16,90.4,80.5,1,3,0,5,1,1
22,100.0,83.4,0,5,2,0,1,0
17,82.4,79.4,0,4,0,2,0,0
20,66.7,78.8,0,4,2,3,0,0
16,89.2,64.7,1,3,2,6,0,0
18,47.0,80.7,1,3,2,2,2,0
17,45.5,89.0,1,2,3,4,1,0
16,85.0,91.2,0,3,3,5,4,0
22,44.8,88.8,0,7,3,1,0,0
20,60.3,100.0,3,4,4,2,3,0
16,74.3,92.5,3,0,1,2,1,0
21,69.2,82.6,0,5,1,5,0,0
20,77.8,47.1,0,3,3,4,0,0
18,96.7,47.1,0,2,2,2,1,1
22,83.6,65.0,2,5,2,0,2,1
25,67.4,70.9,1,2,0,0,2,1
24,100.0,98.0,1,6,2,1,1,0
24,58.6,20.0,0,3,4,2,0,0
24,83.3,49.3,0,4,2,1,0,1
17,56.9,66.1,0,3,5,2,0,0
18,83.8,50.1,2,2,2,4,0,0
22,75.2,54.0,0,4,1,3,2,0
20,96.2,60.0,1,6,2,3,2,0
17,90.8,51.1,0,5,2,2,0,1
18,71.2,54.6,2,4,3,1,2,1
25,68.3,97.3,1,7,2,2,0,1
21,75.3,82.3,0,2,2,2,0,1
22,100.0,85.3,2,1,0,1,0,0
24,100.0,69.3,0,0,1,1,0,0
16,65.5,90.2,0,4,2,3,0,0
22,92.0,87.0,0,5,5,4,1,0
23,54.0,82.0,2,4,1,5,1,0
18,73.3,56.9,2,6,4,3,1,1
19,66.1,61.2,0,4,2,3,1,0
25,96.0,91.2,1,3,0,3,1,0
21,60.6,59.7,1,2,1,3,3,1
25,86.4,44.2,1,6,1,1,2,0
22,80.0,59.3,0,1,5,1,3,1
19,77.4,100.0,0,3,3,1,1,1
23,100.0,59.3,1,3,4,2,1,0
20,100.0,76.6,0,2,4,5,0,0
16,77.8,57.7,0,4,2,1,2,0
19,74.8,85.3,1,2,3,3,0,1
18,57.4,80.7,0,6,3,3,0,0
24,79.9,40.2,3,3,3,4,0,1
23,100.0,75.4,0,4,1,1,1,1
16,78.1,36.3,3,4,2,1,0,0
21,90.9,58.9,0,4,2,2,4,1
24,59.0,69.8,0,6,0,1,0,1
22,73.5,100.0,0,2,2,6,2,0
19,86.9,76.4,1,1,4,1,1,1
16,81.6,54.7,1,1,2,8,2,1
17,92.4,63.7,0,5,2,5,1,0
20,71.0,88.5,0,6,1,1,1,1
20,53.8,54.9,1,3,3,3,1,0
23,96.8,91.9,0,4,2,4,1,0
21,66.0,59.5,1,0,5,2,1,0
23,87.6,51.7,0,2,5,2,1,0
17,86.8,60.2,1,4,4,2,1,1
18,55.0,37.7,1,1,0,0,0,0
21,95.7,26.5,3,3,2,4,1,0
25,71.5,68.3,1,4,4,2,0,0
18,80.8,68.7,0,5,4,2,2,0
21,74.6,75.1,0,3,4,2,2,0
21,100.0,68.3,1,4,2,3,0,0
17,100.0,100.0,0,3,2,2,1,0
22,52.8,73.4,2,1,1,2,1,0
17,100.0,42.5,1,4,4,4,1,0
21,69.8,47.6,0,2,3,2,2,0
16,100.0,70.0,0,0,0,1,2,0
18,76.2,61.3,0,3,1,1,2,0
17,74.9,45.4,0,5,2,1,3,0
22,76.3,68.8,0,2,3,5,1,0
19,74.0,69.1,0,0,1,3,1,0
23,100.0,100.0,0,1,1,6,2,0
21,78.9,51.7,0,3,1,4,1,0
25,75.5,61.6,0,4,1,3,2,0
19,81.2,100.0,0,2,4,4,2,0
20,65.5,76.6,0,5,3,0,0,0
24,100.0,51.6,1,5,3,4,3,0
22,57.9,55.7,0,4,3,1,1,0
25,70.8,45.7,0,3,2,2,0,1
24,94.0,71.5,1,3,3,2,2,0
22,80.6,90.6,3,3,5,2,1,0
16,88.2,100.0,0,3,3,2,2,1
23,100.0,40.3,0,1,2,4,3,0
19,95.1,87.4,0,4,3,1,0,0
18,82.1,73.3,0,3,4,3,2,0
22,100.0,64.8,2,2,1,3,2,0
18,70.6,61.7,1,2,1,3,1,0
23,78.5,31.6,1,2,4,4,1,0
21,79.5,82.8,0,6,4,4,0,0
20,78.5,43.6,1,2,2,1,1,1
19,64.0,55.0,0,5,2,1,0,0
23,56.2,78.4,0,4,1,1,1,1
23,86.3,33.7,0,5,2,5,2,0
16,70.5,43.6,0,3,4,1,4,1
24,100.0,94.4,0,6,1,6,0,1
20,78.9,72.4,1,2,2,1,0,0
19,76.2,56.8,0,4,4,3,2,0
21,96.4,72.5,0,1,2,4,1,0
21,86.0,83.4,0,3,3,3,3,0
17,77.4,92.5,0,4,2,2,2,0
23,70.4,47.8,1,4,4,3,2,1
22,100.0,49.5,1,3,5,3,0,0
16,85.4,82.2,1,1,2,2,0,1
20,96.3,82.8,0,4,4,3,1,0
21,64.7,43.1,1,3,5,1,0,0
19,71.3,50.3,2,1,5,1,2,0
17,100.0,66.1,0,6,2,0,1,0
19,100.0,70.5,0,6,2,3,1,0
16,86.9,71.0,2,5,2,4,2,0
22,74.3,42.8,0,5,2,1,1,1
17,76.5,70.8,0,1,2,1,1,0
17,69.9,55.7,0,7,1,2,2,0
24,62.6,46.7,0,3,3,7,1,0
20,93.9,69.8,0,2,2,3,0,0
17,88.1,67.7,0,5,4,1,1,0
24,91.0,86.0,1,2,4,1,1,0
24,74.9,52.8,0,3,2,2,1,1
16,83.8,74.7,1,1,2,3,0,0
18,73.5,38.6,0,3,3,3,0,1
19,69.1,64.5,3,4,1,1,1,0
22,100.0,79.3,3,3,0,3,0,1
25,81.8,81.0,1,1,4,3,1,0
19,87.6,81.1,2,3,1,1,1,0
17,92.5,86.1,1,3,4,3,1,0
22,82.0,61.1,2,2,4,2,0,1
21,83.6,79.9,0,6,2,0,0,0
18,63.7,100.0,0,3,4,4,2,1
21,66.6,60.7,1,5,2,1,1,1
21,65.8,97.6,0,1,4,3,2,0
20,89.1,87.5,1,3,4,2,1,0
19,81.1,64.7,2,2,0,2,1,0
25,66.6,66.3,0,3,2,2,2,0
16,88.7,72.4,1,1,3,2,3,0
25,88.2,86.4,0,3,0,2,4,0
21,69.6,78.1,0,3,5,1,4,0
17,79.6,60.5,0,2,2,3,2,0
18,88.2,28.4,0,4,2,0,1,0
23,67.1,83.4,0,6,1,3,0,0
25,88.5,31.4,0,2,3,5,1,0
21,84.5,42.7,0,4,4,3,0,0
18,65.0,62.0,1,4,2,3,0,0
22,83.3,45.7,1,3,3,6,1,1
19,85.5,76.4,0,5,3,3,2,1
24,70.6,64.1,0,6,1,1,1,0
20,71.8,85.7,2,3,2,2,1,0
18,64.9,37.8,1,4,1,1,1,1
17,73.3,56.8,0,4,0,2,3,0
17,79.8,70.1,0,3,0,3,2,0
18,71.8,70.9,1,3,4,0,1,0
17,57.7,83.9,1,6,5,4,1,0
19,69.7,51.7,0,5,0,5,3,0
17,73.7,60.6,0,1,2,3,1,1
25,92.3,80.1,0,1,1,3,0,0
24,88.9,26.0,1,6,4,2,1,0
17,92.5,77.7,0,1,2,7,1,0
24,68.9,85.3,0,4,3,4,0,0
21,82.1,43.3,0,2,2,2,1,0
16,43.7,63.7,3,0,3,1,1,0
19,86.4,99.9,1,1,2,2,0,0
16,89.2,83.2,1,3,1,3,0,0
21,74.7,78.9,1,1,0,4,3,0
19,84.4,89.8,0,4,2,5,1,0
18,57.3,100.0,2,4,4,4,1,0
18,68.0,70.4,0,3,2,2,1,0
24,91.5,61.9,1,4,1,1,1,0
21,87.7,89.8,0,3,4,3,1,0
24,73.8,66.3,0,3,1,3,1,1
20,92.2,51.4,0,3,0,1,3,1
17,82.1,59.2,1,3,4,1,1,0
23,72.4,76.2,1,6,3,3,3,0
20,77.3,61.0,0,4,2,5,0,0
17,73.2,62.5,0,3,3,2,2,1
19,62.2,49.5,2,4,3,2,2,0
24,98.9,98.7,0,3,0,1,0,0
19,71.5,63.1,1,1,3,1,0,1
19,67.5,55.8,1,3,3,2,1,0
17,57.1,57.9,0,5,5,4,0,0
21,40.5,86.1,0,3,5,6,2,0
17,90.5,81.5,0,5,2,3,2,0
22,91.9,60.0,0,3,2,1,1,0
18,97.9,70.6,0,3,1,4,0,0
18,77.8,75.5,0,7,0,4,4,0
20,75.2,55.9,0,3,2,3,0,0
18,72.4,39.2,1,5,3,0,0,1
17,73.8,80.3,1,5,2,4,1,0
25,96.8,57.0,0,6,2,0,3,1
24,79.6,78.8,0,1,4,2,2,0
17,85.7,76.4,0,2,3,3,1,0
17,73.4,71.1,0,5,3,4,1,1
23,99.8,61.5,1,4,0,1,1,1
24,51.4,57.3,0,4,3,3,0,1
22,61.7,47.2,1,2,4,1,2,0
18,85.7,57.7,0,2,0,3,0,0
24,100.0,81.4,1,3,2,3,1,0
18,76.6,98.0,0,2,5,6,1,1
20,67.4,95.0,1,2,2,6,0,1
24,95.0,72.9,2,1,2,3,3,0
18,84.9,97.9,1,2,1,3,1,0
22,99.4,63.9,1,5,2,2,0,1
16,60.6,44.2,0,4,2,3,2,0
19,98.2,100.0,2,0,1,1,0,0
19,56.8,80.7,0,2,2,1,0,1
22,75.7,39.3,0,4,1,3,1,0
23,86.2,100.0,0,3,3,3,0,0
16,82.8,55.1,3,5,5,4,4,1
20,95.9,59.5,2,5,2,3,0,0
22,52.6,90.4,2,5,3,3,0,0
19,82.1,97.2,1,4,2,4,2,0
19,98.0,50.0,0,3,1,3,0,0
19,80.9,99.4,2,4,5,2,3,0
21,62.9,87.5,3,1,1,4,1,1
22,95.1,54.0,0,0,1,3,0,1
17,70.3,65.1,0,0,2,3,0,0
20,67.6,100.0,1,3,3,4,0,1
19,65.7,38.8,3,2,2,2,1,1
18,77.0,97.6,2,2,1,2,0,0
22,82.7,86.9,2,4,4,3,1,0
21,61.0,80.2,2,7,2,2,1,1
22,64.0,72.6,2,2,1,4,1,1
20,69.6,100.0,1,3,2,4,0,0
21,65.7,100.0,1,1,1,2,1,0
20,80.6,57.7,0,6,2,3,0,1
22,85.4,82.2,1,2,3,2,0,0
17,83.4,100.0,0,5,3,1,2,0
20,83.4,54.3,2,2,1,2,1,0
21,100.0,74.9,0,5,1,1,0,0
21,86.4,90.1,0,2,0,1,0,0
20,91.8,29.7,0,2,1,5,1,0
25,73.8,86.6,1,2,0,5,2,1
22,94.2,48.2,0,2,2,6,0,0
25,73.1,73.8,0,5,1,1,1,0
23,86.2,92.9,0,4,2,1,1,0
22,59.4,22.2,0,3,2,5,3,0
20,82.5,85.7,0,6,0,1,0,0
16,65.4,100.0,0,3,2,4,1,0
20,94.0,59.3,0,6,1,0,0,0
25,93.1,81.5,0,2,3,4,1,1
17,73.0,96.7,0,6,2,3,1,0
20,100.0,38.1,0,0,1,1,0,0
20,75.7,85.1,2,3,2,2,1,1
17,55.8,90.5,0,3,1,1,1,0
20,68.3,82.8,0,3,3,1,1,0
19,64.3,71.7,0,4,5,4,0,0
16,85.7,50.0,0,3,0,5,0,0
18,61.5,97.8,0,7,3,3,0,0
16,71.9,70.7,0,6,1,5,0,1
20,84.7,51.9,1,6,0,3,1,1
19,82.1,63.6,1,6,0,0,0,0
22,79.8,77.4,0,5,4,1,0,0
20,81.9,38.8,1,7,2,5,1,0
25,74.4,70.4,0,5,5,3,1,0
19,55.9,61.7,2,3,2,4,3,0
17,74.0,96.7,0,5,1,3,2,0
19,87.0,32.5,1,6,3,2,2,1
17,77.9,88.8,0,4,4,2,0,0
23,85.9,98.3,2,3,4,3,1,0
18,71.2,33.3,0,1,3,3,1,0
24,94.9,35.7,0,5,2,4,2,0
19,41.7,100.0,1,6,0,4,0,0
21,82.1,51.9,0,3,1,3,1,0
25,100.0,100.0,1,2,2,0,1,0
20,100.0,33.9,1,3,5,1,1,1
25,76.5,73.4,0,4,3,3,1,1
16,60.1,69.5,0,3,4,3,0,1
24,100.0,65.8,0,4,1,2,1,0
16,79.2,79.3,1,6,3,5,1,0
23,77.6,80.4,0,4,4,4,0,0
24,66.6,66.6,0,3,2,5,2,0
24,61.3,49.7,3,6,2,0,2,0
16,88.5,91.0,0,4,3,3,0,0
17,90.0,82.6,3,1,2,4,0,1
16,83.0,72.3,1,3,5,3,1,0
25,68.5,81.9,0,4,2,3,1,0
17,64.0,85.4,0,5,1,1,1,0
25,58.5,54.8,1,6,2,2,2,0
23,71.6,81.2,0,3,1,4,3,0
20,64.9,58.9,0,2,2,7,1,1
22,54.4,86.0,0,1,1,5,0,0
17,89.8,66.2,1,4,4,1,1,0
23,60.2,82.2,1,5,4,2,1,1
21,94.8,61.3,0,3,1,1,2,0
23,85.9,83.3,0,3,1,1,0,0
16,84.4,50.4,1,6,2,6,1,0
16,100.0,70.7,3,6,3,1,1,0
22,60.7,89.6,0,2,1,2,1,0
23,93.1,79.3,0,5,0,5,0,0
18,75.5,73.8,2,4,2,2,2,1
20,100.0,100.0,1,2,3,2,1,1
16,74.3,90.5,1,3,1,6,2,0
22,71.9,87.1,2,2,3,4,1,1
20,86.4,83.2,1,2,5,1,1,0
23,76.9,85.7,0,4,1,0,3,0
23,68.6,100.0,1,3,2,1,3,0
24,65.4,61.6,1,3,0,1,3,1
22,100.0,90.2,3,3,1,3,0,0
16,62.5,77.1,0,1,0,4,1,0
18,83.3,62.3,0,4,2,0,0,0
23,95.8,68.0,1,3,4,3,1,0
18,96.6,74.4,0,3,2,3,0,0
23,71.0,52.8,0,6,1,5,1,0
16,76.9,87.3,2,3,0,4,2,0
20,74.0,67.9,0,4,2,2,1,0
19,57.0,71.7,1,3,1,6,2,0
20,88.1,97.1,2,5,2,2,0,0
23,80.6,72.6,0,5,2,3,2,1
25,100.0,100.0,3,2,4,3,0,0
19,67.7,59.5,1,4,0,1,1,0
19,96.3,48.1,0,1,3,2,1,0
18,97.4,64.2,0,6,0,1,2,0
22,80.7,20.0,3,3,3,5,3,1
18,47.4,88.1,0,5,2,0,0,0
18,72.3,49.2,0,3,4,1,0,0
25,100.0,57.6,0,4,2,1,1,0
20,84.5,84.3,0,7,2,1,1,1
20,90.4,72.4,0,5,1,2,1,0
21,78.7,61.2,3,2,0,3,0,0
23,76.6,29.3,2,3,2,5,2,0
25,52.0,96.0,0,3,4,0,0,1
21,91.9,84.5,0,3,2,3,1,0
16,96.2,100.0,1,3,3,2,0,0
23,65.7,58.1,0,3,1,3,3,0
23,77.3,40.9,1,3,2,1,0,1
24,75.3,89.9,2,2,2,3,2,1
24,86.3,66.2,2,3,1,2,0,0
17,71.8,82.6,0,2,2,1,1,0
17,94.0,100.0,0,2,3,4,4,0
18,81.1,77.8,0,4,2,2,0,0
16,41.8,73.3,0,0,3,2,2,1
19,86.6,74.6,0,3,3,1,3,1
19,94.9,37.3,2,3,2,2,1,1
24,62.7,92.2,2,3,3,3,0,0
24,86.1,93.4,3,4,2,2,2,0
24,100.0,80.6,2,3,1,2,2,1
25,81.7,39.7,0,2,1,6,4,0
22,97.1,67.6,1,5,1,4,2,1
17,73.4,98.8,0,7,3,2,1,0
25,79.7,58.7,0,0,4,2,1,0
20,76.9,93.7,0,3,1,4,1,0
19,74.2,71.1,1,3,0,4,1,0
23,77.8,84.3,1,2,2,3,1,0
17,55.5,61.8,0,3,3,6,2,1
21,75.0,71.7,0,4,2,3,1,0
20,100.0,78.7,0,2,2,2,2,0
17,65.5,48.3,0,6,3,1,0,0
25,64.0,75.5,0,3,2,1,1,0
16,80.9,20.0,1,3,5,1,1,0
23,81.7,58.0,1,5,1,6,0,0
17,85.7,80.9,0,0,5,4,1,1
22,78.3,92.4,1,3,1,5,3,0
24,81.1,79.5,0,3,1,0,1,1
24,74.7,42.2,3,3,3,0,0,1
23,60.9,90.7,0,3,3,1,1,0
25,78.9,47.2,1,0,4,0,1,0
24,90.9,82.3,2,2,2,1,1,0
17,87.7,47.9,2,1,4,1,1,0
21,53.8,54.5,0,7,1,2,0,0
19,83.8,50.9,1,0,0,5,1,0
19,66.6,72.8,0,2,2,2,2,1
20,100.0,66.1,0,6,3,3,1,0
18,84.9,80.2,0,4,3,3,0,0
16,93.4,69.6,2,3,2,2,3,0
23,80.3,39.6,2,1,1,2,0,1
20,79.0,75.5,0,4,0,4,0,1
18,100.0,34.8,0,1,2,2,2,0
25,94.6,52.3,3,4,2,5,2,0
22,81.8,62.7,0,6,3,1,0,0
22,77.0,61.3,0,3,3,4,1,0
16,54.4,37.1,0,2,4,2,0,1
24,84.9,97.4,1,4,1,3,3,0
17,78.1,100.0,0,3,2,1,1,0
20,88.3,100.0,1,3,2,2,0,0
20,92.9,93.0,0,3,3,5,0,0
23,98.5,62.1,0,4,2,4,1,0
23,85.1,61.7,0,4,4,4,1,0
22,64.3,60.6,0,7,3,7,2,0
22,47.8,100.0,0,5,0,1,3,0
21,67.6,67.7,0,2,1,1,1,1
21,100.0,95.4,1,4,3,5,2,0
24,100.0,93.8,0,2,3,1,1,0
21,76.4,73.8,1,5,1,1,1,0
17,58.1,41.0,3,1,0,1,1,1
17,70.3,68.1,1,3,2,7,0,0
20,97.1,72.9,3,5,3,2,0,0
19,71.1,95.6,0,2,1,0,2,1
17,88.8,70.4,0,5,2,2,1,0
18,82.5,45.8,2,4,2,4,3,1
22,90.7,89.8,2,3,4,5,0,0
23,100.0,65.4,2,3,1,3,1,0
21,88.8,20.0,1,6,3,3,1,1
20,82.2,76.5,1,2,2,2,1,0
16,100.0,80.0,0,4,0,4,4,1
23,85.2,53.1,1,4,2,0,1,0
18,68.1,66.2,0,6,0,2,1,0
21,90.3,83.2,0,4,3,5,1,0
18,86.7,76.6,0,4,2,7,2,0
22,75.4,38.7,0,6,0,1,1,0
22,72.2,95.1,0,5,1,3,1,0
24,75.5,100.0,1,4,3,0,2,0
20,72.0,59.8,2,0,1,5,0,1
23,76.0,31.8,1,3,2,2,3,1
25,67.4,85.4,0,4,2,5,2,0
25,85.8,56.5,3,3,4,1,1,0
23,84.7,80.7,0,3,2,3,2,0
16,85.2,100.0,1,1,3,0,2,0
20,79.1,39.1,0,4,0,1,2,0
18,77.3,54.1,0,2,0,2,0,0
16,100.0,66.1,0,2,1,1,2,1
19,81.0,95.8,1,3,2,1,0,1
23,99.0,100.0,0,5,3,2,0,0
18,65.1,74.9,0,3,2,3,2,1
25,88.8,37.4,0,2,2,1,2,0
17,69.0,63.1,0,1,3,1,1,0
24,71.7,54.5,1,3,1,5,1,1
25,73.8,84.4,0,5,0,1,2,0
20,72.9,77.5,0,4,4,4,3,0
22,73.0,49.2,0,2,2,2,1,0
17,98.3,53.3,0,3,3,3,0,0
24,80.7,62.8,0,5,2,6,2,0
24,83.4,65.2,1,2,2,0,1,1
19,73.1,69.2,0,3,0,1,0,0
19,92.9,71.0,0,3,4,2,1,0
21,85.3,94.7,0,1,2,4,1,0
25,75.4,62.1,0,0,0,0,1,0
25,56.2,59.1,0,4,4,3,2,0
25,83.2,43.2,0,0,2,5,0,1
21,88.6,65.5,0,1,3,0,0,0
16,65.3,75.1,0,3,0,2,1,1
24,75.6,35.5,2,0,0,4,0,0
17,88.1,63.2,1,3,1,3,1,0
20,56.4,93.2,1,1,1,3,1,0
24,70.3,83.0,0,3,3,3,2,0
19,85.7,77.5,1,5,3,0,2,0
18,96.6,82.4,2,4,3,6,1,1
22,100.0,58.5,1,3,4,2,0,0
21,100.0,55.9,0,1,1,5,1,0
23,82.2,95.4,0,4,4,5,1,0
18,72.7,86.6,0,2,4,2,0,0
20,93.8,55.1,0,1,2,3,2,0
25,71.8,32.4,0,4,0,3,1,1
19,68.6,55.5,2,6,3,2,3,0
19,75.4,80.9,1,3,2,6,1,0
19,73.5,56.8,0,0,3,3,2,0
25,86.2,76.6,0,5,1,3,1,0
23,71.0,98.4,0,1,2,3,1,0
21,81.3,68.1,0,5,2,2,1,1
18,100.0,74.7,0,3,1,3,2,0
25,81.8,83.7,0,3,2,3,1,0
20,100.0,48.4,0,3,0,2,2,0
21,98.0,54.5,3,6,2,1,0,0
20,88.9,84.5,0,5,4,1,0,0
21,74.7,70.7,0,3,1,2,0,0
23,95.6,72.4,0,4,3,0,2,0
22,76.3,70.7,0,4,1,0,0,0
20,80.0,89.6,0,4,3,5,2,0
25,85.0,78.7,1,5,4,3,1,0
21,79.9,79.0,0,0,2,3,0,0
19,69.2,94.4,0,3,4,1,1,0
24,57.1,100.0,1,6,2,2,1,0
19,94.4,100.0,0,6,2,3,1,0
16,88.6,58.4,0,0,4,3,1,0
22,54.2,100.0,0,2,0,2,0,0
22,68.8,48.1,1,7,0,2,2,0
19,82.7,100.0,0,3,2,3,1,0
18,86.6,57.3,0,4,3,0,1,1
23,57.2,68.6,1,2,3,1,2,0
20,78.7,70.4,0,5,0,3,0,0
25,88.1,52.7,0,2,5,1,1,0
22,74.7,71.7,0,2,3,1,1,1
19,83.8,53.7,1,2,4,2,1,1
19,72.7,45.3,2,6,2,2,0,0
23,93.6,69.2,3,4,3,5,0,0
23,68.0,100.0,2,5,4,6,1,1
17,62.9,64.9,1,3,2,4,0,0
17,80.4,88.8,1,6,5,4,0,0
18,58.5,53.1,1,5,1,2,0,0
18,48.4,44.3,0,5,2,2,1,0
16,96.3,79.1,0,6,4,3,0,1
18,65.2,100.0,0,3,5,4,1,0
21,60.0,74.2,0,4,1,4,2,0
23,67.8,86.5,1,6,1,2,2,0
25,67.2,99.9,0,5,3,2,2,0
21,77.9,69.3,0,4,4,1,1,0
20,63.6,67.0,0,1,3,0,1,0
19,87.5,79.4,2,4,3,1,0,0
18,89.7,83.0,1,3,3,2,0,0
19,60.9,42.0,0,2,1,6,1,0
22,70.7,75.9,0,5,5,3,0,0
16,72.2,70.0,0,3,2,3,3,0
22,77.5,54.2,0,3,3,6,3,0
16,96.2,68.6,0,4,2,1,0,1
17,97.1,46.7,1,3,2,3,1,0
19,100.0,39.8,0,1,3,1,1,0
16,46.0,71.3,0,3,5,1,1,1
24,66.1,88.0,0,1,3,6,1,0
21,100.0,63.1,0,2,3,1,0,1
16,53.0,50.8,0,0,0,4,1,0
16,100.0,53.9,0,2,4,1,1,1
21,82.2,81.0,0,3,1,3,1,0
19,82.8,100.0,1,3,1,5,1,1
19,60.8,85.4,0,6,1,1,3,1
21,73.2,96.0,0,3,3,2,2,0
22,100.0,49.0,0,4,5,8,1,0
24,79.3,68.5,1,3,3,2,0,1
25,73.3,90.4,0,5,1,3,1,0
20,86.1,42.0,1,4,1,2,2,0
24,77.1,56.8,2,3,2,3,0,1
19,85.2,88.8,0,2,0,5,1,0
25,67.3,75.2,1,3,2,2,0,1
17,78.8,50.7,1,4,3,3,1,1
18,70.4,37.4,0,3,5,4,0,1
16,52.9,96.7,1,5,2,2,0,0
21,87.2,28.9,0,2,1,2,1,0
21,61.5,82.6,0,1,4,1,2,1
16,77.5,59.3,1,4,3,1,1,0
18,93.9,90.9,1,5,4,3,1,0
20,57.5,49.2,2,3,1,5,2,1
18,89.1,100.0,0,4,2,1,0,0
25,75.5,78.0,0,2,5,1,0,0
18,65.5,81.3,0,4,1,3,0,0
25,100.0,54.5,0,5,3,6,2,0
18,80.0,67.3,0,5,1,0,1,0
20,71.5,67.9,0,1,2,2,0,0
20,68.3,100.0,0,3,4,0,1,1
19,93.2,78.0,0,4,2,2,3,0
16,70.8,80.9,0,0,4,1,0,0
20,91.3,80.7,3,4,2,1,1,0
25,80.0,82.6,1,3,5,3,1,0
20,96.7,42.2,0,2,2,1,1,0
19,64.4,100.0,2,5,1,1,1,1
21,66.5,52.5,1,2,2,4,2,1
25,75.8,69.2,2,7,3,4,1,0
19,77.0,100.0,0,5,4,2,1,0
22,74.7,100.0,0,4,2,2,1,0
22,100.0,86.1,2,1,2,3,0,1
17,100.0,59.9,0,6,4,1,1,0
18,84.5,72.6,2,5,4,6,0,1
16,86.3,73.3,1,2,3,1,1,1
23,76.5,74.0,3,3,4,4,0,1
24,64.3,45.4,0,2,2,3,1,0
19,77.3,95.2,0,7,0,6,1,0
21,91.6,72.7,0,5,0,3,2,0
24,99.6,55.6,3,6,5,6,0,0
21,94.9,60.0,0,5,1,4,1,0
24,57.4,75.4,0,3,2,2,1,0
19,75.7,41.9,0,2,4,3,2,0
23,58.0,87.6,0,2,1,6,1,0
24,97.5,74.7,0,2,4,3,2,0
19,73.8,100.0,0,3,4,1,0,0
20,79.3,71.6,1,6,5,2,1,0
23,87.2,48.3,0,7,1,2,0,0
25,100.0,46.0,2,2,2,3,2,1
21,84.0,62.2,1,4,4,2,0,0
22,76.4,64.3,1,4,1,6,1,1
18,61.4,58.7,1,3,2,1,1,0
22,100.0,72.6,0,4,3,3,2,0
23,77.3,58.1,0,3,1,6,0,1
